id,fabric_code,name,category_name,composition,weight_gsm,width_inches,construction,finish,color,price_per_meter,currency,moq_meters,lead_time_days,sample_price,sample_length_meters,status,visibility,created_at,updated_at,seller_id,seller_company,seller_code,seller_city,seller_state,tags,certifications,description,image_count,primary_image_url,is_in_stock,available_quantity_meters,article_id
92bed668-660e-4c0a-8c0c-70336197b9f7,LF-SLJ1K,Cotton Poplin AOP,,"[{'material': 'Cotton', 'percentage': 100}]",114,58'',,,,,INR,1500MTR,,,,,,2026-02-12T11:02:04.845949+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Poplin AOP,,,5,/api/uploads/9e44f5e2-1a4b-491c-89fd-dc0dc7a88648.png,,,
2c8d93bb-2400-4373-bc15-bc7cf1c816d7,LF-IJY9V,Cotton Poplin AOP,,"[{'material': 'Cotton', 'percentage': 100}]",124,58'',,,,,INR,1500MTR,,,,,,2026-02-12T11:06:24.074716+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Poplin AOP,,,5,/api/uploads/0d9b4e05-7e2a-4a22-8883-c338484b27e7.png,,,
78d0aa0e-b2fd-4a2e-9078-b3d3189ba7f8,LF-NHFHC,Cotton Poplin AOP,,"[{'material': 'Cotton', 'percentage': 100}]",130,58'',,,,,INR,1500MTR,,,,,,2026-02-12T11:24:32.646040+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Poplin AOP,,,4,/api/uploads/54ccbfbc-be7b-450e-9455-ed485b5d63d4.png,,,
7d0c4e20-e4d3-47f3-bc8d-251a78833b47,LF-B4VJE,Cotton Poplin AOP,,"[{'material': 'Cotton', 'percentage': 100}]",142,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T11:30:50.439190+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Poplin AOP,,,4,/api/uploads/ab18a2ab-9772-4c7b-8f9e-28ce797812d7.png,,,
5ca41878-96ea-40e0-8f0f-c5e9519e770e,LF-L3TY8,Cotton 4/1 Satin AOP,,"[{'material': 'Cotton', 'percentage': 100}]",115,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T11:37:50.521485+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton 4/1Satin AOP,,,6,/api/uploads/22106d77-4eb3-48ce-a607-b614e0a70979.png,,,
64328a1c-2ec3-4612-a128-ed0de17e51d3,LF-JBUJE,Cotton Seersucker AOP,,"[{'material': 'Cotton', 'percentage': 100}]",137,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T11:46:30.467409+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Seersucker AOP,,,3,/api/uploads/0524ef11-4b44-450f-a5f5-7a0e4f365afe.jpeg,,,
d2c3b76c-0644-4736-8d12-d416e86e48d4,LF-3XEK0,Cotton Slub AOP,,"[{'material': 'Cotton', 'percentage': 100}]",150,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T11:50:45.444301+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Slub AOP,,,5,/api/uploads/adab31fb-7b49-4f6d-af7c-c63f22778a3e.png,,,
b04afb21-8e10-4baa-be6a-6c68a1d9d3e3,LF-3592P,Cotton Slub AOP,,"[{'material': 'Cotton', 'percentage': 100}]",130,58'',,Silicon,,,INR,,,,,,,2026-02-12T11:57:21.322383+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Slub AOP,,,7,/api/uploads/52167e6c-e47d-4421-9ea0-93230e0bc831.png,,,
2ebbd41d-d4cd-4ef7-88f7-287d7364ff8a,LF-3EYGX,Cotton Slub AOP,,"[{'material': 'Cotton', 'percentage': 100}]",110,58'',,Silicon,,,INR,,,,,,,2026-02-12T12:02:09.743065+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Slub AOP,,,6,/api/uploads/0a270ad6-68ac-4774-ba26-d5e50f69e76d.png,,,
8cf4b08e-496a-41bf-b68e-600e3c91a932,LF-A288X,Cotton Lurex AOP,Cotton Fabrics,"[{'material': 'Cotton', 'percentage': 99}, {'material': 'Lurex', 'percentage': 1}]",135,56'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T12:57:15.209054+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Lurex AOP,,,6,/api/uploads/cba3831c-cff0-4086-b6a4-43fcaf6abf7e.png,,,
33757df9-4c48-4f9f-8807-eea02b22d723,LF-380U4,Cotton 3/1 Twill,,"[{'material': 'Cotton', 'percentage': 100}]",204,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-13T07:51:59.306426+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton 3/1Twill Peach Finish,,,1,/api/uploads/2426ba3c-3dc3-4042-94c2-1da1357b5546.png,,,
841a1579-8c9c-4dff-87e5-0b66e0ec1bdb,LF-7WGBQ,Cotton 3/1Twill,,"[{'material': 'Cotton', 'percentage': 100}]",221,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-13T09:22:37.171492+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton 3/1Twill Peach finish,,,1,/api/uploads/579b14c2-76e3-4a23-b30e-e123dc50c892.png,,,
ce4d0e9d-1bd8-40b2-adba-4f52e280dca2,LF-IWEO3,Cotton Lycra 3/1Twill,Cotton Fabrics,"[{'material': 'Cotton', 'percentage': 98}, {'material': 'Lycra', 'percentage': 2}]",238,58'',,Silicon,,,INR,1500,,,,,,2026-02-13T09:26:18.628173+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Lycra 3/1 Twill; Peach Finish; Construction: 176 X 77,,,1,/api/uploads/299fea3c-621a-4c05-a92e-da7bc62f8818.png,,,
8d67917d-8e7e-415f-8592-b29a82a60785,LF-3IGJS,Polyester Lycra Plated Crepe,Polyester Fabrics,"[{'material': 'Polyester', 'percentage': 97}, {'material': 'Lycra', 'percentage': 3}]",110,54'' OPEN,,Bio,Grey,,INR,100KG,,,,,,2026-02-13T09:54:26.271662+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Polyester Lycra Plated Crepe,,,1,/api/uploads/26a3ce74-0bcd-43d8-a6c4-2e350d2796c8.jpeg,,,
825a74e5-4219-4c48-b2ba-2f8ec4d816a5,LF-JC1NF,Cotton Slub Lycra,Cotton Fabrics,"[{'material': 'Cotton', 'percentage': 98}, {'material': 'Lycra', 'percentage': 2}]",260,54'',,Silicon,,,INR,1500Mtr,,,,,,2026-02-13T10:41:51.114470+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Slub Lycra Dobby; construction: 248 X 122,,,1,/api/uploads/5e36fa70-e54e-4070-9e97-c575568cdcf8.png,,,
ae094801-9b2c-42a6-ac79-5924541acf92,LF-Y0YXN,Cotton Lycra 3/1 Twill,Cotton Fabrics,"[{'material': 'Cotton', 'percentage': 98}, {'material': 'Lycra', 'percentage': 2}]",260,54'',,Silicon,,,INR,,,,,,,2026-02-13T10:44:48.628055+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Lycra Twill; Construction: 186 X 76; Peach Finish,,,1,/api/uploads/21556f87-8715-4dda-b6e3-0769a7c35656.png,,,
99f177a6-309d-46d5-9a1a-97f1bbc6fa4e,LF-6P3VS,Cotton Lycra Dobby,Cotton Fabrics,"[{'material': 'Cotton', 'percentage': 98}, {'material': 'Lycra', 'percentage': 2}]",275,56'',,Silicon,,,INR,1500MTR,,,,,,2026-02-13T10:48:50.517344+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Lycra Dobby Construction:192 X 61,,,1,/api/uploads/74d2af7a-31aa-4484-8042-e28eedd71fb8.png,,,
9901dbdb-70fa-4f60-932a-b3d54db8e99d,LF-2NH3B,Cotton 3/1Twill,,"[{'material': 'Cotton', 'percentage': 100}]",285,58'',,Silicon,,,INR,,,,,,,2026-02-13T10:51:01.010413+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton 3/1Twill,,,1,/api/uploads/17eaf3c6-ef94-4769-8206-5d12a6bdf283.png,,,
702ae7ff-b88c-43e6-9863-9de2ebd9f6b8,LF-HHZDP,Cotton 3/1 Twill,,"[{'material': 'Cotton', 'percentage': 100}]",290,58'',,Silicon,,,INR,,,,,,,2026-02-13T10:52:39.646254+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton 3/1Twill; Peach Finish,,,1,/api/uploads/f747cc61-3d67-4465-b2b7-b43011a2448d.png,,,
a42edbe6-fd50-40dd-a220-f2f4bf3352b2,LF-WWO2P,Cotton Lycra 3/1 Twill,Cotton Fabrics,"[{'material': 'Cotton', 'percentage': 98}, {'material': 'Lycra', 'percentage': 2}]",298,58'',,Silicon,,,INR,,,,,,,2026-02-13T10:55:32.298111+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Lycra 3/1Twill Peach Finish Construction:159 X 61,,,1,/api/uploads/9abd65f1-deb5-43dc-aa71-5e92fccb7f14.png,,,
8f02bf56-08ff-4d78-bc55-e92bd481727d,LF-68AYL,Cotton 3/1 Twill Drill,,"[{'material': 'Cotton', 'percentage': 100}]",345,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-13T10:57:57.303627+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton 3/1Twill Drill,,,1,/api/uploads/fa9dd874-adae-4fc0-b9a7-02e538d1542c.png,,,
e957b6ea-0368-48c3-ad8d-58a1ec79568d,LF-Q5KIK,Cotton ,,"[{'material': 'Cotton', 'percentage': 100}]",120,58'',,Silicon,,,INR,1500 MTR,,,,,,2026-02-13T12:08:07.795926+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Poplin One Side Peach,,,1,/api/uploads/9559b4fa-26d9-439d-90f3-a8ed9640281d.jpeg,,,
c81d27c8-b3cf-42c4-ae4c-a78d4122ea60,LF-N96G2,Cotton Yarn Dyed,,"[{'material': 'Cotton', 'percentage': 100}]",128,58'',,Silicon,,,INR,,,,,,,2026-02-13T12:19:37.997517+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Peach Finish,,,1,/api/uploads/10a90121-e55f-436d-9095-f8a29f80122c.jpeg,,,
830d7189-8975-4f28-83f8-16879b1ed93b,LF-AR54M,Cotton Yarn Dyed ,,"[{'material': 'Cotton', 'percentage': 100}]",132,58'',,Silicon,,,INR,,,,,,,2026-02-13T12:25:13.368762+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed; Cationic Softener Flakes Finish,,,1,/api/uploads/35943393-47e1-4976-bb4b-55b48968938f.jpeg,,,
57b231e7-4119-4e58-a439-b8d1f939097a,LF-RLO6Z,Cotton,,"[{'material': 'Cotton', 'percentage': 100}]",140,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-13T12:27:36.907372+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Oxford; Normal Soft Finish,,,1,/api/uploads/7bde0147-f819-4ea4-88f0-0b322e2e5547.jpeg,,,
c1c2d67a-b496-43a9-bfa6-e97a876e6c50,LF-YLLBO,Cotton Yarb Dyed Checks,,"[{'material': 'Cotton', 'percentage': 100}]",125,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-13T12:32:50.696933+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed,,,1,/api/uploads/6978b763-45e7-43d7-b914-da79b45da4ed.jpeg,,,
8928ec44-4ae7-46c6-abf7-0ab89790bd31,LF-1XTD0,Cotton Stripes,,"[{'material': 'Cotton', 'percentage': 100}]",140,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-13T12:35:32.099463+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed  2/2 Matt,,,1,/api/uploads/3f55d12b-7d62-4b6e-8e58-66946745560f.jpeg,,,
7a0f419f-9528-4a98-adff-00961eea563f,LF-F9G3S,Cotton Checks,,"[{'material': 'Cotton', 'percentage': 100}]",84,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-13T12:40:53.373170+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed,,,1,/api/uploads/03687490-d7eb-4f3a-901c-014ba6db9cc3.jpeg,,,
1fe5ae5c-ec4b-4e0d-8833-bd8d1682144c,LF-FB9EF,Cotton Yarn Dyed Stripes,,"[{'material': 'Cotton', 'percentage': 100}]",62,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-13T12:45:19.622851+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,80'CMP X 80'CMP,,,1,/api/uploads/486104b4-11d9-4928-bf4c-9e0e6fbaf20b.jpeg,,,
776ab42c-54d7-46cb-bb2d-5f9bd7b36110,LF-BB1NP,Cotton Yarn Dyed Stripes,,"[{'material': 'Cotton', 'percentage': 100}]",130,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-13T12:58:48.945777+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Normal Finish,,,1,/api/uploads/dc7a2f0b-943e-47f2-8c1e-c4f436eef672.jpeg,,,
735612ce-4bd6-4a08-bf48-d71dc3e3e152,LF-V0BVO,Cotton 2/2Twill Checks,,"[{'material': 'Cotton', 'percentage': 100}]",125,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-13T13:01:32.483569+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton 2/2Twill Peach One Side,,,1,/api/uploads/1304862d-2770-4758-8983-d5f9d56982e7.jpeg,,,
1e250d5d-b4ae-4e86-a86e-9f8d4923c072,LF-0PSPE,Cotton Stripes,,"[{'material': 'Cotton', 'percentage': 100}]",62,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T03:52:30.146437+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Normal Finish,,,1,/api/uploads/91724fbc-6dea-4bbd-a736-51befea97dd9.jpeg,,,
5431a195-c57b-4d38-86e4-f42e2e1db8fa,LF-MXJTW,Cotton Stripes,,"[{'material': 'Cotton', 'percentage': 100}]",180,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T03:58:55.353851+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Stripes Yard Dyed Oxford,,,1,/api/uploads/cc7a493e-573b-4d88-9d6e-b0170d150ca5.jpeg,,,
07a23f6f-227e-4c4c-be62-038dbb5ebef3,LF-3XV5W,Cotton ,,"[{'material': 'Cotton', 'percentage': 100}]",130,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T04:03:55.139327+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Checks Construction: 160 X 100,,,1,/api/uploads/6afe68fa-3200-4d14-9cc8-ab1aff831591.jpeg,,,
d0fca5ba-6407-46f8-a379-de0a7fce64c3,LF-87ZO4,Cotton ,,"[{'material': 'Cotton', 'percentage': 100}]",62,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T04:08:11.097876+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Checks Normal Finish,,,1,/api/uploads/cf6c7d69-5756-4d30-ac6f-a4b933f6cd28.jpeg,,,
4a12fd05-314d-4c23-be1b-8960255d71e8,LF-1XNDB,Cotton Stripes,,"[{'material': 'Cotton', 'percentage': 100}]",106,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T04:10:40.125573+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Stripes Normal Finish,,,1,/api/uploads/6ed159cc-d546-449d-8fbb-cbc0c2f4ea65.jpeg,,,
1e1d482d-b6e8-484d-9ca1-1f1de59eaba3,LF-9Y0W6,Cotton ,,"[{'material': 'Cotton', 'percentage': 100}]",108,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T04:15:02.182819+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Checks Normal Finish,,,1,/api/uploads/1cf5b6fc-ba7e-4ab6-b32b-fedef60d7440.jpeg,,,
355d084a-559b-47d1-81fe-179adacf3cdb,LF-BDCN9,Cotton Stripes 4/1Satin ,,"[{'material': 'Cotton', 'percentage': 100}]",116,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T04:18:59.524857+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton 4/1Satin Yarn Dyed Normal Finish,,,1,/api/uploads/ce0dcd8e-2a2b-49e8-b5b3-f5b69d07217c.jpeg,,,
1b141b43-cd98-4286-97f8-d8b16e453f85,LF-FST3G,Cotton ,,"[{'material': 'Cotton', 'percentage': 100}]",86,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T04:47:14.053284+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Stripes Normal Finish,,,1,/api/uploads/d1b376a6-1311-46dc-ba14-e306f9ad385c.jpeg,,,
5694afd9-ad47-487c-b38e-f5bb5cf2b4ef,LF-JHD2Q,Cotton ,,"[{'material': 'Cotton', 'percentage': 100}]",106,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T04:52:47.466762+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Stripes Normal Finish,,,1,/api/uploads/bf646be0-55d7-4c4e-a860-e4f294c42b2b.jpeg,,,
3a18cb3a-fee5-4772-b69c-98b1a8b62efb,LF-JFLW0,Cotton Yarn Dyed ,,"[{'material': 'Cotton', 'percentage': 100}]",115,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T05:09:02.647660+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Stripes Normal Finish; Construction: 160 X 70,,,1,/api/uploads/ba61a1be-0a80-45e5-9508-3dc6d4e88d0e.jpeg,,,
5a8f199b-acb3-445e-bf7c-83f674d0588a,LF-04PWN,Cotton Yarn dyed 2/2 Twill,,"[{'material': 'Cotton', 'percentage': 100}]",162,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T05:13:13.646099+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton 2/2Twill Both Side Brush Checks,,,1,/api/uploads/259115e4-1e5c-4eef-9b59-cc1cf3c7042e.jpeg,,,
b6d4d42b-35b2-445f-a2ce-29851b421efa,LF-G3XP0,Cotton Chambray ,,"[{'material': 'Cotton', 'percentage': 100}]",140,58'',,Silicon,,,INR,1500Mtr,,,,,,2026-02-14T05:15:47.922014+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Chambray; Normal Finish,,,1,/api/uploads/effce836-f32c-4567-bfad-ab570e286ed7.jpeg,,,
3ef61c94-cd6b-493d-a42c-b53f9589da1e,LF-GZ7J1,Cotton Yarn Dyed 2/2Twill,,"[{'material': 'Cotton', 'percentage': 100}]",111,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T05:18:41.379525+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed 2/2Twill Checks Mild Peach Finish,,,2,/api/uploads/8d912cd9-1ed8-429c-a0bc-b2160edad8d0.jpeg,,,
06e24806-8c2a-4b8e-b71c-772d01279640,LF-EMTO3,Cotton Yarn Dyed Slub Checks,,"[{'material': 'Cotton', 'percentage': 100}]",137,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T05:20:58.915684+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Slub Normal Finish,,,2,/api/uploads/f86fcb31-4a77-4fd0-8005-672c7be459fb.jpeg,,,
e7e20532-f057-4ed7-8af1-d8e940de9a08,LF-80LER,Cotton Yarn Dyed 2/2Twill,,"[{'material': 'Cotton', 'percentage': 100}]",147,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T05:24:31.296677+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed 2/2TWill; Brush Double Side; Normal Finish,,,2,/api/uploads/4fdd618d-fe18-4988-a4ae-27dc4cd97f8b.jpeg,,,
63873009-0f88-4ea9-be10-5319c752e6a8,LF-HVFN3,Cotton Yarn Dyed,,"[{'material': 'Cotton', 'percentage': 100}]",150,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T06:57:56.732751+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed 2/2Twill Peach Finish,,,1,/api/uploads/7af2adde-75a7-4a4d-a682-401f2e210aa8.jpeg,,,
0032129d-de0c-4856-9acb-bed81e207545,LF-4ZWPP,Cotton Yarn Dyed,,"[{'material': 'Cotton', 'percentage': 100}]",127,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T07:00:54.458020+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Normal Finish,,,1,/api/uploads/ba603404-16eb-491e-b561-764eb408461e.jpeg,,,
19c917c1-5cd0-43d1-9675-aa265d204d80,LF-6W33T,Cotton Slub Yarn Dyed,,"[{'material': 'Cotton', 'percentage': 100}]",130,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T07:03:01.013991+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Slub Yarn Dyed Normal Finish,,,1,/api/uploads/e67e7084-c08e-46a8-a06c-988693090665.jpeg,,,
8a3a75a8-1ad4-471f-8340-88181fa3fc4e,LF-E3KS2,Cotton Yarn Dyed,,"[{'material': 'Cotton', 'percentage': 100}]",98,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T07:09:28.077362+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Seersucker; Yarn Dyed Normal Finish,,,1,/api/uploads/07cd156f-0d9d-4e8b-9737-4ab8d0463ef1.jpeg,,,
15ea34e5-bfb7-4134-bae8-5a3d5346ad65,LF-6XOL8,Cotton Yarn Dyed Slub Dobby,,"[{'material': 'Cotton', 'percentage': 100}]",138,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T07:19:45.631837+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Slub Dobby Normal Finish,,,1,/api/uploads/9b58ddd1-8a1a-4514-ba08-7bd28bb66a95.jpeg,,,
91e425b0-abe1-4ac4-98cd-a2b5cb77601e,LF-E49FE,Cotton Yarn Dyed 2/2Twill,,"[{'material': 'Cotton', 'percentage': 100}]",126,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T07:21:04.197079+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Checks 2/2 Twill Normal Finish,,,1,/api/uploads/044af95a-9eeb-453c-803c-df17020e3650.jpeg,,,
05ca0666-0ea4-49e3-bf17-1dfb50e03a60,LF-HIG9I,Cotton Dobby,,"[{'material': 'Cotton', 'percentage': 100}]",152,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T07:24:45.743789+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Checks Dobby Normal Finish,,,1,/api/uploads/21766ea7-dec2-4db2-9b81-2ce637706dee.jpeg,,,
154d953e-f546-446c-9917-e452fab6b93b,LF-GWMON,Cotton Yarn Dyed Stripes,,"[{'material': 'Cotton', 'percentage': 100}]",121,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T07:27:08.334077+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Stripes Normal Finish,,,1,/api/uploads/8793d4f5-f3d1-4a1e-b286-67209071ef06.jpeg,,,
17207e16-8631-4dd5-95bc-166ca6b08236,LF-NE1S5,Cotton Yarn Dyed 2/2Herringbone Twill,,"[{'material': 'Cotton', 'percentage': 100}]",98,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T07:30:16.979157+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton 2/2Herringbone Twill Yarn Dyed Checks,,,1,/api/uploads/5cfdc581-fc92-4cbb-83e1-6360f6162b75.jpeg,,,
315a8159-8905-4404-b478-da86811eeddd,LF-P4J08,Cotton 2/2Twill Yarn Dyed,,"[{'material': 'Cotton', 'percentage': 100}]",108,56'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T07:33:06.269111+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed 2/2 Twill; Peach Face Side,,,1,/api/uploads/017572ab-1331-4938-b56b-7bab49461488.jpeg,,,
3ab73310-29f4-42a5-856d-d366a2f4a4de,LF-ULBKC,Cotton Oxford,,"[{'material': 'Cotton', 'percentage': 100}]",155,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-14T07:35:55.496916+00:00,,a1edb4e2-f942-4034-ad9b-e075979cc8a4,,LS-OFUCT,Hyderabad,Telangana,Cotton Yarn Dyed Stripes Oxford Normal Finish,,,1,/api/uploads/89ff042b-64f5-4b1f-bf27-40ef8564ba6b.jpeg,,,
